R_version	name	version	date_time	hash	binary_location	status
4.2.2	dtplyr	1.3.0	2023-04-17T16:12:36Z	824fa74d6d7942b65967cf1de49c891e	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/dtplyr/1.3.0/824fa74d6d7942b65967cf1de49c891e/dtplyr	available
4.2.2	ellipsis	0.3.2	2023-04-17T16:12:36Z	dcbab0d5cd6ad7287810200f2df0a4f9	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/ellipsis/0.3.2/dcbab0d5cd6ad7287810200f2df0a4f9/ellipsis	available
4.2.2	evaluate	0.20	2023-04-17T16:12:37Z	a7a9f234db7949be637eb54a65066b13	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/evaluate/0.20/a7a9f234db7949be637eb54a65066b13/evaluate	available
4.2.2	fansi	1.0.4	2023-04-17T16:12:37Z	ff27e039d577c20ab239728342bdde60	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/fansi/1.0.4/ff27e039d577c20ab239728342bdde60/fansi	available
4.2.2	farver	2.1.1	2023-04-17T16:12:37Z	ddd3cfcd0fcd9a7aa4d122f1cee78467	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/farver/2.1.1/ddd3cfcd0fcd9a7aa4d122f1cee78467/farver	available
4.2.2	fastmap	1.1.0	2023-04-17T16:12:38Z	b7232f56864722b835c93c9e3f04de99	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/fastmap/1.1.0/b7232f56864722b835c93c9e3f04de99/fastmap	available
4.2.2	filelock	1.0.2	2023-04-17T16:12:38Z	fead095e871a803c204102a870b8619a	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/filelock/1.0.2/fead095e871a803c204102a870b8619a/filelock	available
4.2.2	fontawesome	0.5.0	2023-04-17T16:12:38Z	5a3007e59e1d887a77bc7764170422be	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/fontawesome/0.5.0/5a3007e59e1d887a77bc7764170422be/fontawesome	available
4.2.2	forcats	1.0.0	2023-04-17T16:12:39Z	82d55fcbf1ed08a27a06d93fce4eaed6	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/forcats/1.0.0/82d55fcbf1ed08a27a06d93fce4eaed6/forcats	available
4.2.2	foreign	0.8.83	2023-04-17T16:12:40Z	33de6a1632bcd373914484088e741737	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/foreign/0.8-83/33de6a1632bcd373914484088e741737/foreign	available
4.2.2	fs	1.6.1	2023-04-17T16:12:41Z	40f702ff99d42d26c45c9e92686b7fff	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/fs/1.6.1/40f702ff99d42d26c45c9e92686b7fff/fs	active
4.2.2	gargle	1.3.0	2023-04-17T16:12:42Z	220f81089d3043576c673dc8abaace6a	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/gargle/1.3.0/220f81089d3043576c673dc8abaace6a/gargle	available
4.2.2	generics	0.1.3	2023-04-17T16:12:42Z	3ca33a9be741288381ab73a966c3602c	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/generics/0.1.3/3ca33a9be741288381ab73a966c3602c/generics	available
4.2.2	gert	1.9.2	2023-04-17T16:12:43Z	b5f61d2479034da0b00b278fc9b59fbe	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/gert/1.9.2/b5f61d2479034da0b00b278fc9b59fbe/gert	active
4.2.2	ggplot2	3.4.1	2023-04-17T16:12:43Z	24619aec7381f9b1cb4763f714a62ff8	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/ggplot2/3.4.1/24619aec7381f9b1cb4763f714a62ff8/ggplot2	available
4.2.2	gh	1.4.0	2023-04-17T16:12:44Z	799d2fc5258c37abfd23f89bb3ad1483	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/gh/1.4.0/799d2fc5258c37abfd23f89bb3ad1483/gh	available
4.2.2	gitcreds	0.1.2	2023-04-17T16:12:44Z	22ed8b83d53da7ffe9a430f4fee82f9b	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/gitcreds/0.1.2/22ed8b83d53da7ffe9a430f4fee82f9b/gitcreds	available
4.2.2	glue	1.6.2	2023-04-17T16:12:45Z	3a23e5372c16fd5d7062bb37ff61eb2b	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/glue/1.6.2/3a23e5372c16fd5d7062bb37ff61eb2b/glue	available
4.2.2	googledrive	2.0.0	2023-04-17T16:12:45Z	ad6b783fd0f9821ef5e93ede986d920e	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/googledrive/2.0.0/ad6b783fd0f9821ef5e93ede986d920e/googledrive	available
4.2.2	googlesheets4	1.0.1	2023-04-17T16:12:46Z	bdb0758b7194e3e6c9b9ab239ea59949	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/googlesheets4/1.0.1/bdb0758b7194e3e6c9b9ab239ea59949/googlesheets4	available
4.2.2	graphics	4.2.2	2023-04-17T16:12:46Z	3416c041813c27c2b0c596c3e5a34b23	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/graphics/4.2.2/3416c041813c27c2b0c596c3e5a34b23/graphics	base
4.2.2	grDevices	4.2.2	2023-04-17T16:12:48Z	2c094726e21566108a99deaca57e2857	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/grDevices/4.2.2/2c094726e21566108a99deaca57e2857/grDevices	base
4.2.2	grid	4.2.2	2023-04-17T16:12:49Z	6119a9f0fa00708f4876d0366f894120	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/grid/4.2.2/6119a9f0fa00708f4876d0366f894120/grid	base
4.2.2	gtable	0.3.1	2023-04-17T16:12:50Z	9c8883b3e6c275c283ad928bf2acb470	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/gtable/0.3.1/9c8883b3e6c275c283ad928bf2acb470/gtable	available
4.2.2	gtools	3.9.4	2023-04-17T16:12:50Z	d32cb2406c584ca77fb63ffaba48fea9	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/gtools/3.9.4/d32cb2406c584ca77fb63ffaba48fea9/gtools	available
4.2.2	haven	2.5.1	2023-04-17T16:12:51Z	2b74c0208993401fd5a9b1f3509e72f1	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/haven/2.5.1/2b74c0208993401fd5a9b1f3509e72f1/haven	available
4.2.2	highr	0.10	2023-04-17T16:12:51Z	ca3c4f6d24aa5ebe2f8156c6974c535f	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/highr/0.10/ca3c4f6d24aa5ebe2f8156c6974c535f/highr	available
4.2.2	hms	1.1.2	2023-04-17T16:12:52Z	a88e5fc8a36b1f7c2679844c7c51b4fe	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/hms/1.1.2/a88e5fc8a36b1f7c2679844c7c51b4fe/hms	available
4.2.2	htmltools	0.5.4	2023-04-17T16:12:52Z	7fb1d9ad2484ce1790d3af043bc4595c	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/htmltools/0.5.4/7fb1d9ad2484ce1790d3af043bc4595c/htmltools	available
4.2.2	htmlwidgets	1.6.2	2023-04-17T16:12:53Z	b231934db51c7feaf26bc362de55b1bc	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/htmlwidgets/1.6.2/b231934db51c7feaf26bc362de55b1bc/htmlwidgets	available
4.2.2	httpuv	1.6.9	2023-04-17T16:12:54Z	20b0773f1b7fb3614531caf59e5c455f	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/httpuv/1.6.9/20b0773f1b7fb3614531caf59e5c455f/httpuv	available
4.2.2	httr	1.4.5	2023-04-17T16:12:54Z	ad8d8c21818a6845b1b710c5709fcdb3	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/httr/1.4.5/ad8d8c21818a6845b1b710c5709fcdb3/httr	available
4.2.2	httr2	0.2.2	2023-04-17T16:12:55Z	b5a3c092f9537c9da262b371eebe076d	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/httr2/0.2.2/b5a3c092f9537c9da262b371eebe076d/httr2	available
4.2.2	ids	1.0.1	2023-04-17T16:12:55Z	a1cb793b717c52d8678620d0ee221059	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/ids/1.0.1/a1cb793b717c52d8678620d0ee221059/ids	available
4.2.2	ini	0.3.1	2023-04-17T16:12:55Z	93d10e4e153a962d60147eaa50ba4692	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/ini/0.3.1/93d10e4e153a962d60147eaa50ba4692/ini	available
4.2.2	isoband	0.2.7	2023-04-17T16:12:56Z	e29aaabd4fbb712d74a2a6e6372f89a4	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/isoband/0.2.7/e29aaabd4fbb712d74a2a6e6372f89a4/isoband	available
4.2.2	jquerylib	0.1.4	2023-04-17T16:12:57Z	0858881ee9897ae00cd034af317c3368	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/jquerylib/0.1.4/0858881ee9897ae00cd034af317c3368/jquerylib	available
4.2.2	jsonlite	1.8.4	2023-04-17T16:12:58Z	18373228bfabfefef081d05d4869a7a8	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/jsonlite/1.8.4/18373228bfabfefef081d05d4869a7a8/jsonlite	available
4.2.2	KernSmooth	2.23.20	2023-04-17T16:12:58Z	7df9a380304159da2e62c556978fef84	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/KernSmooth/2.23-20/7df9a380304159da2e62c556978fef84/KernSmooth	available
4.2.2	knitr	1.42	2023-04-17T16:13:00Z	1d62dd24ca9082b0e0d81fa5b3fecca5	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/knitr/1.42/1d62dd24ca9082b0e0d81fa5b3fecca5/knitr	available
4.2.2	labeling	0.4.2	2023-04-17T16:13:01Z	099758a557deb0b14f3e37334653746a	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/labeling/0.4.2/099758a557deb0b14f3e37334653746a/labeling	available
4.2.2	later	1.3.0	2023-04-17T16:13:02Z	2247f2ab6e4e9581657acbd2fbabee8a	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/later/1.3.0/2247f2ab6e4e9581657acbd2fbabee8a/later	available
4.2.2	latexpdf	0.1.7	2023-04-17T16:13:02Z	f9b687c3e3e94838e6c7d37ebb093d2d	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/latexpdf/0.1.7/f9b687c3e3e94838e6c7d37ebb093d2d/latexpdf	available
4.2.2	lattice	0.20.45	2023-04-17T16:13:03Z	a6a084d29221d0b2264df4eca8b17e22	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/lattice/0.20-45/a6a084d29221d0b2264df4eca8b17e22/lattice	available
4.2.2	lazyData	1.1.0	2023-04-17T16:13:03Z	7e6460b092932315b7396cdabe061626	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/lazyData/1.1.0/7e6460b092932315b7396cdabe061626/lazyData	available
4.2.2	lazyeval	0.2.2	2023-04-17T16:13:03Z	e8629955112c4246c614abbf99ca2246	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/lazyeval/0.2.2/e8629955112c4246c614abbf99ca2246/lazyeval	available
4.2.2	lifecycle	1.0.3	2023-04-17T16:13:04Z	ad199b267b775a3807919aca1986c7c2	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/lifecycle/1.0.3/ad199b267b775a3807919aca1986c7c2/lifecycle	available
4.2.2	lme4	1.1.31	2023-04-17T16:13:05Z	bd016ff9cdbfbc834dea2ec1711da6da	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/lme4/1.1-31/bd016ff9cdbfbc834dea2ec1711da6da/lme4	available
4.2.2	lubridate	1.9.2	2023-04-17T16:13:06Z	b9837ed6e8c706c907b480044f868c4a	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/lubridate/1.9.2/b9837ed6e8c706c907b480044f868c4a/lubridate	available
4.2.2	magrittr	2.0.3	2023-04-17T16:13:06Z	858b1e21f40185dd91356a8b85010125	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/magrittr/2.0.3/858b1e21f40185dd91356a8b85010125/magrittr	available
4.2.2	markdown	1.5	2023-04-17T16:13:07Z	8886bc2f5911685c536c678294138193	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/markdown/1.5/8886bc2f5911685c536c678294138193/markdown	available
4.2.2	MASS	7.3.58.1	2023-04-17T16:13:08Z	7dfb44fe3dc740f33611b793567aa2e4	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/MASS/7.3-58.1/7dfb44fe3dc740f33611b793567aa2e4/MASS	available
4.2.2	Matrix	1.5.1	2023-04-17T16:13:09Z	150829e016b8b9553b337a0996f977e1	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/Matrix/1.5-1/150829e016b8b9553b337a0996f977e1/Matrix	available
4.2.2	MatrixModels	0.5.1	2023-04-17T16:13:10Z	04842d6d55f6180b992e12ad856e350f	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/MatrixModels/0.5-1/04842d6d55f6180b992e12ad856e350f/MatrixModels	available
4.2.2	memoise	2.0.1	2023-04-17T16:13:10Z	69343a727ebaa596c638816b9fdca0a7	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/memoise/2.0.1/69343a727ebaa596c638816b9fdca0a7/memoise	available
4.2.2	methods	4.2.2	2023-04-17T16:13:10Z	1559c24696b28fd2c95936806867fcfc	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/methods/4.2.2/1559c24696b28fd2c95936806867fcfc/methods	base
4.2.2	mgcv	1.8.41	2023-04-17T16:13:11Z	f45d6b93aa04520a407c1070ea6f03b9	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/mgcv/1.8-41/f45d6b93aa04520a407c1070ea6f03b9/mgcv	available
4.2.2	mime	0.12	2023-04-17T16:13:11Z	c418ab06512fc0effe2216ce1abb1e65	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/mime/0.12/c418ab06512fc0effe2216ce1abb1e65/mime	available
4.2.2	miniUI	0.1.1.1	2023-04-17T16:13:12Z	216a49d593e44943815b8f979e3f40ef	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/miniUI/0.1.1.1/216a49d593e44943815b8f979e3f40ef/miniUI	available
4.2.2	minqa	1.2.5	2023-04-17T16:13:12Z	3fed15b61741829201cd0dc4dc6c0049	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/minqa/1.2.5/3fed15b61741829201cd0dc4dc6c0049/minqa	available
4.2.2	modelr	0.1.10	2023-04-17T16:13:12Z	3c4b9ebfffe546f0ec37a6026254cdd2	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/modelr/0.1.10/3c4b9ebfffe546f0ec37a6026254cdd2/modelr	available
4.2.2	multcomp	1.4.23	2023-04-17T16:13:13Z	f11bd1dd5c2fb98d24bdb5170a2f59ac	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/multcomp/1.4-23/f11bd1dd5c2fb98d24bdb5170a2f59ac/multcomp	available
4.2.2	munsell	0.5.0	2023-04-17T16:13:13Z	42450fa861466d0d0fe880876a33e333	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/munsell/0.5.0/42450fa861466d0d0fe880876a33e333/munsell	available
4.2.2	mvtnorm	1.1.3	2023-04-17T16:13:14Z	f0102aa533ada31318f6cf84254fd63a	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/mvtnorm/1.1-3/f0102aa533ada31318f6cf84254fd63a/mvtnorm	available
4.2.2	ncar	0.4.5	2023-04-17T16:13:14Z	3528bb899fb6d2f819621845ecaadbe7	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/ncar/0.4.5/3528bb899fb6d2f819621845ecaadbe7/ncar	available
4.2.2	nlme	3.1.160	2023-04-17T16:13:15Z	092c7b88865fd7f120505897e20a9f76	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/nlme/3.1-160/092c7b88865fd7f120505897e20a9f76/nlme	available
4.2.2	nloptr	2.0.3	2023-04-17T16:13:16Z	50d927d3afb374b8e8852b0b1019b472	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/nloptr/2.0.3/50d927d3afb374b8e8852b0b1019b472/nloptr	available
4.2.2	nnet	7.3.18	2023-04-17T16:13:16Z	ebed1569f451ebf30a2a53cd23c2c625	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/nnet/7.3-18/ebed1569f451ebf30a2a53cd23c2c625/nnet	available
4.2.2	NonCompart	0.6.0	2023-04-17T16:13:16Z	2f207d4c054d7790bda4d3d1e16106ed	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/NonCompart/0.6.0/2f207d4c054d7790bda4d3d1e16106ed/NonCompart	available
4.2.2	numDeriv	2016.8.1.1	2023-04-17T16:13:17Z	6e260a15666aa15076d9ded3eab07018	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/numDeriv/2016.8-1.1/6e260a15666aa15076d9ded3eab07018/numDeriv	available
4.2.2	openssl	2.0.5	2023-04-17T16:13:18Z	8cb9534c82b535c4580bf28a444062dc	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/openssl/2.0.5/8cb9534c82b535c4580bf28a444062dc/openssl	available
4.2.2	pak	0.4.0	2023-04-17T16:13:25Z	d736ba56dfe00db145ce41334942dd33	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/pak/0.4.0/d736ba56dfe00db145ce41334942dd33/pak	available
4.2.2	parallel	4.2.2	2023-04-17T16:13:29Z	5ee757266acaa25c30f23ebb5a94a996	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/parallel/4.2.2/5ee757266acaa25c30f23ebb5a94a996/parallel	base
4.2.2	pbkrtest	0.5.2	2023-04-17T16:13:29Z	b51a2e3d45246975ff27c91bed716c34	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/pbkrtest/0.5.2/b51a2e3d45246975ff27c91bed716c34/pbkrtest	available
4.2.2	pillar	1.8.1	2023-04-17T16:13:30Z	d54e68e2f641e1d01bdde2d11031b832	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/pillar/1.8.1/d54e68e2f641e1d01bdde2d11031b832/pillar	available
4.2.2	pkgbuild	1.4.0	2023-04-17T16:13:30Z	054d55f49991cad0c662a588c62ddc0f	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/pkgbuild/1.4.0/054d55f49991cad0c662a588c62ddc0f/pkgbuild	available
4.2.2	pkgcache	2.0.4	2023-04-17T16:13:31Z	14f9554db2c98761b5c3bdd5bc9ee889	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/pkgcache/2.0.4/14f9554db2c98761b5c3bdd5bc9ee889/pkgcache	available
4.2.2	pkgconfig	2.0.3	2023-04-17T16:13:31Z	e427d9665bb5af1cf6bc3c19ac809a8c	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/pkgconfig/2.0.3/e427d9665bb5af1cf6bc3c19ac809a8c/pkgconfig	available
4.2.2	pkgdown	2.0.7	2023-04-17T16:13:32Z	5ccf26cdd1de692a47777cc744939af4	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/pkgdown/2.0.7/5ccf26cdd1de692a47777cc744939af4/pkgdown	available
4.2.2	pkgload	1.3.2	2023-04-17T16:13:33Z	f1622c4143cdc1eadeabb8b6246d6ee4	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/pkgload/1.3.2/f1622c4143cdc1eadeabb8b6246d6ee4/pkgload	available
4.2.2	plogr	0.2.0	2023-04-17T16:13:34Z	735716a90eaaa91f43f6a36e39954e5a	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/plogr/0.2.0/735716a90eaaa91f43f6a36e39954e5a/plogr	available
4.2.2	plotrix	3.8.2	2023-04-17T16:13:34Z	089e04cba45a6addf45d640bfb19b3f3	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/plotrix/3.8-2/089e04cba45a6addf45d640bfb19b3f3/plotrix	available
4.2.2	plyr	1.8.8	2023-04-17T16:13:34Z	05c0a75a3612e5cc15e6bb4c797612a2	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/plyr/1.8.8/05c0a75a3612e5cc15e6bb4c797612a2/plyr	available
4.2.2	PopED	0.6.0	2023-04-17T16:13:35Z	930aa281f8adbb636af71bc35007a4b6	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/PopED/0.6.0/930aa281f8adbb636af71bc35007a4b6/PopED	available
4.2.2	praise	1.0.0	2023-04-17T16:13:36Z	0bcc25c946ff5f933b8953f46430be6e	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/praise/1.0.0/0bcc25c946ff5f933b8953f46430be6e/praise	available
4.2.2	prettyunits	1.1.1	2023-04-17T16:13:36Z	71d124464d3f2336d334705f0c5614ff	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/prettyunits/1.1.1/71d124464d3f2336d334705f0c5614ff/prettyunits	available
4.2.2	processx	3.8.0	2023-04-17T16:13:37Z	43a0a3717d53298cd3e4ab8bb51fe8a7	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/processx/3.8.0/43a0a3717d53298cd3e4ab8bb51fe8a7/processx	available
4.2.2	profvis	0.3.7	2023-04-17T16:13:37Z	765c6db88f2536bbc5e68512548e99d2	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/profvis/0.3.7/765c6db88f2536bbc5e68512548e99d2/profvis	available
4.2.2	progress	1.2.2	2023-04-17T16:13:38Z	1f999049c2315b56c0c219d1dbd74873	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/progress/1.2.2/1f999049c2315b56c0c219d1dbd74873/progress	available
4.2.2	promises	1.2.0.1	2023-04-17T16:13:39Z	9250fd9f1a8292159b6b438d4b5f0c7b	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/promises/1.2.0.1/9250fd9f1a8292159b6b438d4b5f0c7b/promises	available
4.2.2	prompt	1.0.1	2023-04-17T16:13:39Z	82aeac5493dd85661318424c64b1d181	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/prompt/1.0.1/82aeac5493dd85661318424c64b1d181/prompt	available
4.2.2	ps	1.7.2	2023-04-17T16:13:39Z	3a72733525707c90580948ff8801aae4	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/ps/1.7.2/3a72733525707c90580948ff8801aae4/ps	available
4.2.2	purrr	1.0.1	2023-04-17T16:13:40Z	fc43c6257458afd071dc1f99d5bd8e6b	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/purrr/1.0.1/fc43c6257458afd071dc1f99d5bd8e6b/purrr	available
4.2.2	quantreg	5.94	2023-04-17T16:13:41Z	556aef673819bc64634ef234750f904f	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/quantreg/5.94/556aef673819bc64634ef234750f904f/quantreg	available
4.2.2	R.methodsS3	1.8.2	2023-04-17T16:13:41Z	bd8140f39bdf09370bc67b36212c02f6	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/R.methodsS3/1.8.2/bd8140f39bdf09370bc67b36212c02f6/R.methodsS3	available
4.2.2	R.oo	1.25.0	2023-04-17T16:13:41Z	aa2ea1e118774e2c89cf03f0eb616260	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/R.oo/1.25.0/aa2ea1e118774e2c89cf03f0eb616260/R.oo	available
4.2.2	R6	2.5.1	2023-04-17T16:13:42Z	1b34320cce59d5cfc45ee109be8d228c	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/R6/2.5.1/1b34320cce59d5cfc45ee109be8d228c/R6	available
4.2.2	ragg	1.2.5	2023-04-17T16:13:42Z	ddb0f1b58e266530dd204259cffd4a8d	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/ragg/1.2.5/ddb0f1b58e266530dd204259cffd4a8d/ragg	available
4.2.2	rappdirs	0.3.3	2023-04-17T16:13:42Z	c5b248914a985735eea93edc729201a4	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/rappdirs/0.3.3/c5b248914a985735eea93edc729201a4/rappdirs	available
4.2.2	rcmdcheck	1.4.0	2023-04-17T16:13:43Z	7c0963285333be3d6ef610b921a22110	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/rcmdcheck/1.4.0/7c0963285333be3d6ef610b921a22110/rcmdcheck	available
4.2.2	RColorBrewer	1.1.3	2023-04-17T16:13:43Z	19033b2cf77d0656d5fab5913caaf8e9	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/RColorBrewer/1.1-3/19033b2cf77d0656d5fab5913caaf8e9/RColorBrewer	available
4.2.2	Rcpp	1.0.10	2023-04-17T16:13:49Z	439def1480676eaf2a525232f17044f6	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/Rcpp/1.0.10/439def1480676eaf2a525232f17044f6/Rcpp	available
4.2.2	RcppEigen	0.3.3.9.3	2023-04-17T16:13:57Z	270047ce72d4c01890574f15f7813549	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/RcppEigen/0.3.3.9.3/270047ce72d4c01890574f15f7813549/RcppEigen	available
4.2.2	readr	2.1.4	2023-04-17T16:14:00Z	9806db86442f4df4957c723522e7e77c	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/readr/2.1.4/9806db86442f4df4957c723522e7e77c/readr	available
4.2.2	readxl	1.4.2	2023-04-17T16:14:00Z	673be7637a7cfdaabbdad614df062cb0	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/readxl/1.4.2/673be7637a7cfdaabbdad614df062cb0/readxl	available
